title	type	url_slug	venue	date	location	talk_url	description
MC-SD03-II - Introduction CUDA AWARE	Talk	talk-1-2023	LNCC	19/01/2023	Petropolis, Rio de Janeiro, BR	URL: https://www.gov.br/lncc/pt-br	Escola Supercomputador Santos Dumont 2023
